community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
LonghuaLou,A000001642,absentee_owner_vacant,owner_occupier,0,,0,7233.43,U000000625,M,86.59,60,86801.1,"You are a 60-year-old vacant owner with an annual personal income of about 86,801 RMB and a current housing area of about 86.6 sqm."
LonghuaLou,A000001643,resident,owner_occupier,1,H000000424,3,5497.83,U000000626,M,73.81,29,77499.19,"You are a 29-year-old owner-occupier with an annual personal income of about 77,499 RMB and a current housing area of about 73.8 sqm."
LonghuaLou,A000001644,resident,owner_occupier,1,H000000424,3,5497.83,U000000626,M,73.81,78,39905.77,"You are a 78-year-old owner-occupier with an annual personal income of about 39,906 RMB and a current housing area of about 73.8 sqm."
LonghuaLou,A000001645,resident,owner_occupier,1,H000000424,3,5497.83,U000000626,M,73.81,77,31369.82,"You are a 77-year-old owner-occupier with an annual personal income of about 31,370 RMB and a current housing area of about 73.8 sqm."
LonghuaLou,A000001646,absentee_owner_vacant,owner_occupier,0,,0,7233.43,U000000627,M,88.34,62,86801.1,"You are a 62-year-old vacant owner with an annual personal income of about 86,801 RMB and a current housing area of about 88.3 sqm."
LonghuaLou,A000001647,resident,renter,1,H000000425,3,3886.06,U000000628,M,81.07,1,0.0,You are a 1-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 81.1 sqm.
LonghuaLou,A000001648,resident,renter,1,H000000425,3,3886.06,U000000628,M,81.07,34,55743.38,"You are a 34-year-old owner-occupier with an annual personal income of about 55,743 RMB and a current housing area of about 81.1 sqm."
LonghuaLou,A000001649,resident,renter,1,H000000425,3,3886.06,U000000628,M,81.07,35,49693.94,"You are a 35-year-old owner-occupier with an annual personal income of about 49,694 RMB and a current housing area of about 81.1 sqm."
LonghuaLou,A000001650,absentee_owner_vacant,owner_occupier,0,,0,8943.05,U000000629,M,75.98,42,107316.62,"You are a 42-year-old vacant owner with an annual personal income of about 107,317 RMB and a current housing area of about 76.0 sqm."
LonghuaLou,A000001651,absentee_owner_vacant,owner_occupier,0,,0,12153.69,U000000630,M,78.62,35,145844.3,"You are a 35-year-old vacant owner with an annual personal income of about 145,844 RMB and a current housing area of about 78.6 sqm."
LonghuaLou,A000001652,resident,renter,1,H000000426,2,4317.7,U000000631,M,76.24,37,58721.71,"You are a 37-year-old owner-occupier with an annual personal income of about 58,722 RMB and a current housing area of about 76.2 sqm."
LonghuaLou,A000001653,resident,renter,1,H000000426,2,4317.7,U000000631,M,76.24,75,26952.86,"You are a 75-year-old owner-occupier with an annual personal income of about 26,953 RMB and a current housing area of about 76.2 sqm."
LonghuaLou,A000001654,resident,renter,1,H000000427,1,3463.45,U000000632,S,59.5,20,22111.57,"You are a 20-year-old owner-occupier with an annual personal income of about 22,112 RMB and a current housing area of about 59.5 sqm."
LonghuaLou,A000001655,resident,owner_occupier,1,H000000428,3,3078.12,U000000633,M,85.93,80,22840.4,"You are a 80-year-old owner-occupier with an annual personal income of about 22,840 RMB and a current housing area of about 85.9 sqm."
LonghuaLou,A000001656,resident,owner_occupier,1,H000000428,3,3078.12,U000000633,M,85.93,14,0.0,You are a 14-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 85.9 sqm.
LonghuaLou,A000001657,resident,owner_occupier,1,H000000428,3,3078.12,U000000633,M,85.93,43,26303.02,"You are a 43-year-old owner-occupier with an annual personal income of about 26,303 RMB and a current housing area of about 85.9 sqm."
LonghuaLou,A000001658,resident,owner_occupier,1,H000000429,5,7529.36,U000000634,L,124.15,28,103596.61,"You are a 28-year-old owner-occupier with an annual personal income of about 103,597 RMB and a current housing area of about 124.2 sqm."
LonghuaLou,A000001659,resident,owner_occupier,1,H000000429,5,7529.36,U000000634,L,124.15,29,93892.06,"You are a 29-year-old owner-occupier with an annual personal income of about 93,892 RMB and a current housing area of about 124.2 sqm."
LonghuaLou,A000001660,resident,owner_occupier,1,H000000429,5,7529.36,U000000634,L,124.15,78,104235.92,"You are a 78-year-old owner-occupier with an annual personal income of about 104,236 RMB and a current housing area of about 124.2 sqm."
LonghuaLou,A000001661,resident,owner_occupier,1,H000000429,5,7529.36,U000000634,L,124.15,22,88672.43,"You are a 22-year-old owner-occupier with an annual personal income of about 88,672 RMB and a current housing area of about 124.2 sqm."
LonghuaLou,A000001662,resident,owner_occupier,1,H000000429,5,7529.36,U000000634,L,124.15,61,83503.69,"You are a 61-year-old owner-occupier with an annual personal income of about 83,504 RMB and a current housing area of about 124.2 sqm."
LonghuaLou,A000001663,resident,renter,1,H000000430,5,5531.66,U000000635,L,129.5,72,41627.45,"You are a 72-year-old owner-occupier with an annual personal income of about 41,627 RMB and a current housing area of about 129.5 sqm."
LonghuaLou,A000001664,resident,renter,1,H000000430,5,5531.66,U000000635,L,129.5,59,96471.6,"You are a 59-year-old owner-occupier with an annual personal income of about 96,472 RMB and a current housing area of about 129.5 sqm."
LonghuaLou,A000001665,resident,renter,1,H000000430,5,5531.66,U000000635,L,129.5,76,35038.96,"You are a 76-year-old owner-occupier with an annual personal income of about 35,039 RMB and a current housing area of about 129.5 sqm."
LonghuaLou,A000001666,resident,renter,1,H000000430,5,5531.66,U000000635,L,129.5,30,61239.86,"You are a 30-year-old owner-occupier with an annual personal income of about 61,240 RMB and a current housing area of about 129.5 sqm."
LonghuaLou,A000001667,resident,renter,1,H000000430,5,5531.66,U000000635,L,129.5,84,37822.22,"You are a 84-year-old owner-occupier with an annual personal income of about 37,822 RMB and a current housing area of about 129.5 sqm."
LonghuaLou,A000001668,absentee_owner_vacant,owner_occupier,0,,0,7742.59,U000000636,M,85.83,54,92911.1,"You are a 54-year-old vacant owner with an annual personal income of about 92,911 RMB and a current housing area of about 85.8 sqm."
LonghuaLou,A000001669,resident,renter,1,H000000431,2,3741.46,U000000637,M,82.03,19,48749.61,"You are a 19-year-old owner-occupier with an annual personal income of about 48,750 RMB and a current housing area of about 82.0 sqm."
LonghuaLou,A000001670,resident,renter,1,H000000431,2,3741.46,U000000637,M,82.03,58,42821.25,"You are a 58-year-old owner-occupier with an annual personal income of about 42,821 RMB and a current housing area of about 82.0 sqm."
LonghuaLou,A000001671,resident,renter,1,H000000432,1,2766.47,U000000638,S,51.78,43,35089.31,"You are a 43-year-old owner-occupier with an annual personal income of about 35,089 RMB and a current housing area of about 51.8 sqm."
LonghuaLou,A000001672,absentee_owner_vacant,owner_occupier,0,,0,13045.45,U000000639,L,114.06,49,156545.44,"You are a 49-year-old vacant owner with an annual personal income of about 156,545 RMB and a current housing area of about 114.1 sqm."
LonghuaLou,A000001673,resident,renter,1,H000000433,3,5697.84,U000000640,M,70.82,43,90230.02,"You are a 43-year-old owner-occupier with an annual personal income of about 90,230 RMB and a current housing area of about 70.8 sqm."
LonghuaLou,A000001674,resident,renter,1,H000000433,3,5697.84,U000000640,M,70.82,55,52369.74,"You are a 55-year-old owner-occupier with an annual personal income of about 52,370 RMB and a current housing area of about 70.8 sqm."
LonghuaLou,A000001675,resident,renter,1,H000000433,3,5697.84,U000000640,M,70.82,56,90069.98,"You are a 56-year-old owner-occupier with an annual personal income of about 90,070 RMB and a current housing area of about 70.8 sqm."
LonghuaLou,A000001676,resident,renter,1,H000000434,4,5255.49,U000000641,L,121.07,37,61685.04,"You are a 37-year-old owner-occupier with an annual personal income of about 61,685 RMB and a current housing area of about 121.1 sqm."
LonghuaLou,A000001677,resident,renter,1,H000000434,4,5255.49,U000000641,L,121.07,60,39606.62,"You are a 60-year-old owner-occupier with an annual personal income of about 39,607 RMB and a current housing area of about 121.1 sqm."
LonghuaLou,A000001678,resident,renter,1,H000000434,4,5255.49,U000000641,L,121.07,86,37370.94,"You are a 86-year-old owner-occupier with an annual personal income of about 37,371 RMB and a current housing area of about 121.1 sqm."
LonghuaLou,A000001679,resident,renter,1,H000000434,4,5255.49,U000000641,L,121.07,68,34646.2,"You are a 68-year-old owner-occupier with an annual personal income of about 34,646 RMB and a current housing area of about 121.1 sqm."
LonghuaLou,A000001680,resident,renter,1,H000000435,5,8206.28,U000000642,L,110.61,50,119422.94,"You are a 50-year-old owner-occupier with an annual personal income of about 119,423 RMB and a current housing area of about 110.6 sqm."
LonghuaLou,A000001681,resident,renter,1,H000000435,5,8206.28,U000000642,L,110.61,48,126123.58,"You are a 48-year-old owner-occupier with an annual personal income of about 126,124 RMB and a current housing area of about 110.6 sqm."
LonghuaLou,A000001682,resident,renter,1,H000000435,5,8206.28,U000000642,L,110.61,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 110.6 sqm.
LonghuaLou,A000001683,resident,renter,1,H000000435,5,8206.28,U000000642,L,110.61,35,109403.08,"You are a 35-year-old owner-occupier with an annual personal income of about 109,403 RMB and a current housing area of about 110.6 sqm."
LonghuaLou,A000001684,resident,renter,1,H000000435,5,8206.28,U000000642,L,110.61,86,45074.9,"You are a 86-year-old owner-occupier with an annual personal income of about 45,075 RMB and a current housing area of about 110.6 sqm."
LonghuaLou,A000001685,resident,renter,1,H000000436,1,2446.36,U000000643,S,45.4,15,16329.85,"You are a 15-year-old owner-occupier with an annual personal income of about 16,330 RMB and a current housing area of about 45.4 sqm."
LonghuaLou,A000001686,absentee_owner_vacant,owner_occupier,0,,0,16554.79,U000000644,M,71.25,59,198657.46,"You are a 59-year-old vacant owner with an annual personal income of about 198,657 RMB and a current housing area of about 71.2 sqm."
LonghuaLou,A000001687,resident,renter,1,H000000437,3,3222.07,U000000645,M,77.75,76,39375.62,"You are a 76-year-old owner-occupier with an annual personal income of about 39,376 RMB and a current housing area of about 77.8 sqm."
LonghuaLou,A000001688,resident,renter,1,H000000437,3,3222.07,U000000645,M,77.75,79,23075.81,"You are a 79-year-old owner-occupier with an annual personal income of about 23,076 RMB and a current housing area of about 77.8 sqm."
LonghuaLou,A000001689,resident,renter,1,H000000437,3,3222.07,U000000645,M,77.75,61,32535.37,"You are a 61-year-old owner-occupier with an annual personal income of about 32,535 RMB and a current housing area of about 77.8 sqm."
LonghuaLou,A000001690,absentee_owner_vacant,owner_occupier,0,,0,24784.69,U000000646,S,56.67,69,297416.24,"You are a 69-year-old vacant owner with an annual personal income of about 297,416 RMB and a current housing area of about 56.7 sqm."
LonghuaLou,A000001691,resident,owner_occupier,1,H000000438,3,4795.04,U000000647,M,79.28,69,38937.39,"You are a 69-year-old owner-occupier with an annual personal income of about 38,937 RMB and a current housing area of about 79.3 sqm."
LonghuaLou,A000001692,resident,owner_occupier,1,H000000438,3,4795.04,U000000647,M,79.28,40,79717.96,"You are a 40-year-old owner-occupier with an annual personal income of about 79,718 RMB and a current housing area of about 79.3 sqm."
LonghuaLou,A000001693,resident,owner_occupier,1,H000000438,3,4795.04,U000000647,M,79.28,48,59594.11,"You are a 48-year-old owner-occupier with an annual personal income of about 59,594 RMB and a current housing area of about 79.3 sqm."
LonghuaLou,A000001694,absentee_owner_vacant,owner_occupier,0,,0,11327.72,U000000648,S,57.38,57,135932.67,"You are a 57-year-old vacant owner with an annual personal income of about 135,933 RMB and a current housing area of about 57.4 sqm."
LonghuaLou,A000001695,resident,renter,1,H000000439,3,5201.71,U000000649,M,79.61,36,53938.74,"You are a 36-year-old owner-occupier with an annual personal income of about 53,939 RMB and a current housing area of about 79.6 sqm."
LonghuaLou,A000001696,resident,renter,1,H000000439,3,5201.71,U000000649,M,79.61,18,43801.97,"You are a 18-year-old owner-occupier with an annual personal income of about 43,802 RMB and a current housing area of about 79.6 sqm."
LonghuaLou,A000001697,resident,renter,1,H000000439,3,5201.71,U000000649,M,79.61,84,26818.0,"You are a 84-year-old owner-occupier with an annual personal income of about 26,818 RMB and a current housing area of about 79.6 sqm."
LonghuaLou,A000001698,resident,renter,1,H000000440,4,4989.13,U000000650,L,118.16,36,42197.64,"You are a 36-year-old owner-occupier with an annual personal income of about 42,198 RMB and a current housing area of about 118.2 sqm."
LonghuaLou,A000001699,resident,renter,1,H000000440,4,4989.13,U000000650,L,118.16,8,0.0,You are a 8-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 118.2 sqm.
LonghuaLou,A000001700,resident,renter,1,H000000440,4,4989.13,U000000650,L,118.16,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 118.2 sqm.
LonghuaLou,A000001701,resident,renter,1,H000000440,4,4989.13,U000000650,L,118.16,64,40593.91,"You are a 64-year-old owner-occupier with an annual personal income of about 40,594 RMB and a current housing area of about 118.2 sqm."
LonghuaLou,A000001702,resident,owner_occupier,1,H000000441,1,3604.64,U000000651,S,49.38,65,28993.68,"You are a 65-year-old owner-occupier with an annual personal income of about 28,994 RMB and a current housing area of about 49.4 sqm."
LonghuaLou,A000001703,resident,owner_occupier,1,H000000442,3,5638.4,U000000652,M,72.26,32,69626.65,"You are a 32-year-old owner-occupier with an annual personal income of about 69,627 RMB and a current housing area of about 72.3 sqm."
LonghuaLou,A000001704,resident,owner_occupier,1,H000000442,3,5638.4,U000000652,M,72.26,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 72.3 sqm.
LonghuaLou,A000001705,resident,owner_occupier,1,H000000442,3,5638.4,U000000652,M,72.26,75,47551.93,"You are a 75-year-old owner-occupier with an annual personal income of about 47,552 RMB and a current housing area of about 72.3 sqm."
LonghuaLou,A000001706,absentee_owner_vacant,owner_occupier,0,,0,7233.43,U000000653,M,81.93,62,86801.1,"You are a 62-year-old vacant owner with an annual personal income of about 86,801 RMB and a current housing area of about 81.9 sqm."
LonghuaLou,A000001707,absentee_owner_vacant,owner_occupier,0,,0,12982.7,U000000654,M,79.69,65,155792.42,"You are a 65-year-old vacant owner with an annual personal income of about 155,792 RMB and a current housing area of about 79.7 sqm."
LonghuaLou,A000001708,absentee_owner_vacant,owner_occupier,0,,0,10200.97,U000000655,M,70.54,43,122411.7,"You are a 43-year-old vacant owner with an annual personal income of about 122,412 RMB and a current housing area of about 70.5 sqm."
LonghuaLou,A000001709,resident,owner_occupier,1,H000000443,1,2407.6,U000000656,S,52.61,82,11826.08,"You are a 82-year-old owner-occupier with an annual personal income of about 11,826 RMB and a current housing area of about 52.6 sqm."
LonghuaLou,A000001710,resident,renter,1,H000000444,1,2882.45,U000000657,S,47.12,79,24075.88,"You are a 79-year-old owner-occupier with an annual personal income of about 24,076 RMB and a current housing area of about 47.1 sqm."
LonghuaLou,A000001711,resident,renter,1,H000000445,3,5672.1,U000000658,M,80.63,66,42993.71,"You are a 66-year-old owner-occupier with an annual personal income of about 42,994 RMB and a current housing area of about 80.6 sqm."
LonghuaLou,A000001712,resident,renter,1,H000000445,3,5672.1,U000000658,M,80.63,68,37127.9,"You are a 68-year-old owner-occupier with an annual personal income of about 37,128 RMB and a current housing area of about 80.6 sqm."
LonghuaLou,A000001713,resident,renter,1,H000000445,3,5672.1,U000000658,M,80.63,22,85457.88,"You are a 22-year-old owner-occupier with an annual personal income of about 85,458 RMB and a current housing area of about 80.6 sqm."
LonghuaLou,A000001714,resident,renter,1,H000000446,3,4347.67,U000000659,M,77.92,64,41350.87,"You are a 64-year-old owner-occupier with an annual personal income of about 41,351 RMB and a current housing area of about 77.9 sqm."
LonghuaLou,A000001715,resident,renter,1,H000000446,3,4347.67,U000000659,M,77.92,80,28353.38,"You are a 80-year-old owner-occupier with an annual personal income of about 28,353 RMB and a current housing area of about 77.9 sqm."
LonghuaLou,A000001716,resident,renter,1,H000000446,3,4347.67,U000000659,M,77.92,66,26367.5,"You are a 66-year-old owner-occupier with an annual personal income of about 26,368 RMB and a current housing area of about 77.9 sqm."
LonghuaLou,A000001717,absentee_owner_vacant,owner_occupier,0,,0,12999.69,U000000660,M,82.26,45,155996.31,"You are a 45-year-old vacant owner with an annual personal income of about 155,996 RMB and a current housing area of about 82.3 sqm."
LonghuaLou,A000001718,resident,owner_occupier,1,H000000447,2,3684.21,U000000661,M,86.11,27,49801.1,"You are a 27-year-old owner-occupier with an annual personal income of about 49,801 RMB and a current housing area of about 86.1 sqm."
LonghuaLou,A000001719,resident,owner_occupier,1,H000000447,2,3684.21,U000000661,M,86.11,85,21471.45,"You are a 85-year-old owner-occupier with an annual personal income of about 21,471 RMB and a current housing area of about 86.1 sqm."
LonghuaLou,A000001720,resident,owner_occupier,1,H000000448,4,5333.02,U000000662,L,105.49,48,64638.02,"You are a 48-year-old owner-occupier with an annual personal income of about 64,638 RMB and a current housing area of about 105.5 sqm."
LonghuaLou,A000001721,resident,owner_occupier,1,H000000448,4,5333.02,U000000662,L,105.49,56,63811.71,"You are a 56-year-old owner-occupier with an annual personal income of about 63,812 RMB and a current housing area of about 105.5 sqm."
LonghuaLou,A000001722,resident,owner_occupier,1,H000000448,4,5333.02,U000000662,L,105.49,24,40561.54,"You are a 24-year-old owner-occupier with an annual personal income of about 40,562 RMB and a current housing area of about 105.5 sqm."
LonghuaLou,A000001723,resident,owner_occupier,1,H000000448,4,5333.02,U000000662,L,105.49,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 105.5 sqm.
LonghuaLou,A000001724,absentee_owner_vacant,owner_occupier,0,,0,7276.45,U000000663,S,64.24,60,87317.4,"You are a 60-year-old vacant owner with an annual personal income of about 87,317 RMB and a current housing area of about 64.2 sqm."
LonghuaLou,A000001725,absentee_owner_vacant,owner_occupier,0,,0,10818.85,U000000664,M,80.71,61,129826.18,"You are a 61-year-old vacant owner with an annual personal income of about 129,826 RMB and a current housing area of about 80.7 sqm."
LonghuaLou,A000001726,absentee_owner_vacant,owner_occupier,0,,0,15221.22,U000000665,M,82.37,47,182654.64,"You are a 47-year-old vacant owner with an annual personal income of about 182,655 RMB and a current housing area of about 82.4 sqm."
LonghuaLou,A000001727,resident,owner_occupier,1,H000000449,3,5655.6,U000000666,M,83.61,24,50721.07,"You are a 24-year-old owner-occupier with an annual personal income of about 50,721 RMB and a current housing area of about 83.6 sqm."
LonghuaLou,A000001728,resident,owner_occupier,1,H000000449,3,5655.6,U000000666,M,83.61,86,35875.27,"You are a 86-year-old owner-occupier with an annual personal income of about 35,875 RMB and a current housing area of about 83.6 sqm."
LonghuaLou,A000001729,resident,owner_occupier,1,H000000449,3,5655.6,U000000666,M,83.61,4,0.0,You are a 4-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 83.6 sqm.
LonghuaLou,A000001730,resident,owner_occupier,1,H000000450,3,7981.01,U000000667,M,83.33,61,65771.26,"You are a 61-year-old owner-occupier with an annual personal income of about 65,771 RMB and a current housing area of about 83.3 sqm."
LonghuaLou,A000001731,resident,owner_occupier,1,H000000450,3,7981.01,U000000667,M,83.33,16,81165.26,"You are a 16-year-old owner-occupier with an annual personal income of about 81,165 RMB and a current housing area of about 83.3 sqm."
LonghuaLou,A000001732,resident,owner_occupier,1,H000000450,3,7981.01,U000000667,M,83.33,79,38386.5,"You are a 79-year-old owner-occupier with an annual personal income of about 38,386 RMB and a current housing area of about 83.3 sqm."
LonghuaLou,A000001733,resident,owner_occupier,1,H000000451,3,4726.63,U000000668,M,80.22,48,42885.36,"You are a 48-year-old owner-occupier with an annual personal income of about 42,885 RMB and a current housing area of about 80.2 sqm."
LonghuaLou,A000001734,resident,owner_occupier,1,H000000451,3,4726.63,U000000668,M,80.22,60,33259.36,"You are a 60-year-old owner-occupier with an annual personal income of about 33,259 RMB and a current housing area of about 80.2 sqm."
LonghuaLou,A000001735,resident,owner_occupier,1,H000000451,3,4726.63,U000000668,M,80.22,56,65646.1,"You are a 56-year-old owner-occupier with an annual personal income of about 65,646 RMB and a current housing area of about 80.2 sqm."
LonghuaLou,A000001736,resident,renter,1,H000000452,2,2339.61,U000000669,M,78.58,3,0.0,You are a 3-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 78.6 sqm.
LonghuaLou,A000001737,resident,renter,1,H000000452,2,2339.61,U000000669,M,78.58,51,38047.15,"You are a 51-year-old owner-occupier with an annual personal income of about 38,047 RMB and a current housing area of about 78.6 sqm."
LonghuaLou,A000001738,absentee_owner_vacant,owner_occupier,0,,0,7233.43,U000000670,M,71.08,75,86801.1,"You are a 75-year-old vacant owner with an annual personal income of about 86,801 RMB and a current housing area of about 71.1 sqm."
LonghuaLou,A000001739,resident,owner_occupier,1,H000000453,3,7134.31,U000000671,M,70.44,49,90018.0,"You are a 49-year-old owner-occupier with an annual personal income of about 90,018 RMB and a current housing area of about 70.4 sqm."
LonghuaLou,A000001740,resident,owner_occupier,1,H000000453,3,7134.31,U000000671,M,70.44,18,50933.35,"You are a 18-year-old owner-occupier with an annual personal income of about 50,933 RMB and a current housing area of about 70.4 sqm."
LonghuaLou,A000001741,resident,owner_occupier,1,H000000453,3,7134.31,U000000671,M,70.44,46,143553.59,"You are a 46-year-old owner-occupier with an annual personal income of about 143,554 RMB and a current housing area of about 70.4 sqm."
LonghuaLou,A000001742,resident,renter,1,H000000454,3,4569.39,U000000672,M,77.16,64,42813.96,"You are a 64-year-old owner-occupier with an annual personal income of about 42,814 RMB and a current housing area of about 77.2 sqm."
LonghuaLou,A000001743,resident,renter,1,H000000454,3,4569.39,U000000672,M,77.16,20,55752.75,"You are a 20-year-old owner-occupier with an annual personal income of about 55,753 RMB and a current housing area of about 77.2 sqm."
LonghuaLou,A000001744,resident,renter,1,H000000454,3,4569.39,U000000672,M,77.16,70,29022.51,"You are a 70-year-old owner-occupier with an annual personal income of about 29,023 RMB and a current housing area of about 77.2 sqm."
LonghuaLou,A000001745,absentee_owner_vacant,owner_occupier,0,,0,9171.62,U000000673,M,76.67,39,110059.47,"You are a 39-year-old vacant owner with an annual personal income of about 110,059 RMB and a current housing area of about 76.7 sqm."
LonghuaLou,A000001746,resident,renter,1,H000000455,1,2680.69,U000000674,S,52.75,3,0.0,You are a 3-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 52.8 sqm.
LonghuaLou,A000001747,resident,renter,1,H000000456,2,3193.3,U000000675,M,72.77,40,31635.71,"You are a 40-year-old owner-occupier with an annual personal income of about 31,636 RMB and a current housing area of about 72.8 sqm."
LonghuaLou,A000001748,resident,renter,1,H000000456,2,3193.3,U000000675,M,72.77,38,42507.09,"You are a 38-year-old owner-occupier with an annual personal income of about 42,507 RMB and a current housing area of about 72.8 sqm."
LonghuaLou,A000001749,resident,renter,1,H000000457,2,2890.5,U000000676,M,84.76,41,30626.14,"You are a 41-year-old owner-occupier with an annual personal income of about 30,626 RMB and a current housing area of about 84.8 sqm."
LonghuaLou,A000001750,resident,renter,1,H000000457,2,2890.5,U000000676,M,84.76,42,62040.86,"You are a 42-year-old owner-occupier with an annual personal income of about 62,041 RMB and a current housing area of about 84.8 sqm."
LonghuaLou,A000001751,resident,renter,1,H000000458,1,2968.57,U000000677,S,62.14,89,17417.42,"You are a 89-year-old owner-occupier with an annual personal income of about 17,417 RMB and a current housing area of about 62.1 sqm."
LonghuaLou,A000001752,absentee_owner_vacant,owner_occupier,0,,0,8780.71,U000000678,M,88.77,48,105368.55,"You are a 48-year-old vacant owner with an annual personal income of about 105,369 RMB and a current housing area of about 88.8 sqm."
LonghuaLou,A000001753,resident,owner_occupier,1,H000000459,5,7107.55,U000000679,L,112.23,81,53220.5,"You are a 81-year-old owner-occupier with an annual personal income of about 53,220 RMB and a current housing area of about 112.2 sqm."
LonghuaLou,A000001754,resident,owner_occupier,1,H000000459,5,7107.55,U000000679,L,112.23,54,85087.89,"You are a 54-year-old owner-occupier with an annual personal income of about 85,088 RMB and a current housing area of about 112.2 sqm."
LonghuaLou,A000001755,resident,owner_occupier,1,H000000459,5,7107.55,U000000679,L,112.23,59,80850.75,"You are a 59-year-old owner-occupier with an annual personal income of about 80,851 RMB and a current housing area of about 112.2 sqm."
LonghuaLou,A000001756,resident,owner_occupier,1,H000000459,5,7107.55,U000000679,L,112.23,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 112.2 sqm.
LonghuaLou,A000001757,resident,owner_occupier,1,H000000459,5,7107.55,U000000679,L,112.23,47,64315.34,"You are a 47-year-old owner-occupier with an annual personal income of about 64,315 RMB and a current housing area of about 112.2 sqm."
LonghuaLou,A000001758,resident,owner_occupier,1,H000000460,2,3945.59,U000000680,M,84.02,16,36731.53,"You are a 16-year-old owner-occupier with an annual personal income of about 36,732 RMB and a current housing area of about 84.0 sqm."
LonghuaLou,A000001759,resident,owner_occupier,1,H000000460,2,3945.59,U000000680,M,84.02,86,21445.14,"You are a 86-year-old owner-occupier with an annual personal income of about 21,445 RMB and a current housing area of about 84.0 sqm."
LonghuaLou,A000001760,resident,owner_occupier,1,H000000461,4,5261.09,U000000681,L,124.94,49,55292.45,"You are a 49-year-old owner-occupier with an annual personal income of about 55,292 RMB and a current housing area of about 124.9 sqm."
LonghuaLou,A000001761,resident,owner_occupier,1,H000000461,4,5261.09,U000000681,L,124.94,42,81438.47,"You are a 42-year-old owner-occupier with an annual personal income of about 81,438 RMB and a current housing area of about 124.9 sqm."
LonghuaLou,A000001762,resident,owner_occupier,1,H000000461,4,5261.09,U000000681,L,124.94,79,24849.97,"You are a 79-year-old owner-occupier with an annual personal income of about 24,850 RMB and a current housing area of about 124.9 sqm."
LonghuaLou,A000001763,resident,owner_occupier,1,H000000461,4,5261.09,U000000681,L,124.94,82,45285.72,"You are a 82-year-old owner-occupier with an annual personal income of about 45,286 RMB and a current housing area of about 124.9 sqm."
LonghuaLou,A000001764,resident,owner_occupier,1,H000000462,1,3480.21,U000000682,S,53.37,85,20535.46,"You are a 85-year-old owner-occupier with an annual personal income of about 20,535 RMB and a current housing area of about 53.4 sqm."
LonghuaLou,A000001765,resident,renter,1,H000000463,3,3529.83,U000000683,M,76.19,31,52066.78,"You are a 31-year-old owner-occupier with an annual personal income of about 52,067 RMB and a current housing area of about 76.2 sqm."
LonghuaLou,A000001766,resident,renter,1,H000000463,3,3529.83,U000000683,M,76.19,54,39586.99,"You are a 54-year-old owner-occupier with an annual personal income of about 39,587 RMB and a current housing area of about 76.2 sqm."
LonghuaLou,A000001767,resident,renter,1,H000000463,3,3529.83,U000000683,M,76.19,50,34801.27,"You are a 50-year-old owner-occupier with an annual personal income of about 34,801 RMB and a current housing area of about 76.2 sqm."
LonghuaLou,A000001768,absentee_owner_vacant,owner_occupier,0,,0,15380.82,U000000684,M,88.73,42,184569.83,"You are a 42-year-old vacant owner with an annual personal income of about 184,570 RMB and a current housing area of about 88.7 sqm."
LonghuaLou,A000001769,resident,owner_occupier,1,H000000464,5,5918.45,U000000685,L,113.05,2,0.0,You are a 2-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 113.0 sqm.
LonghuaLou,A000001770,resident,owner_occupier,1,H000000464,5,5918.45,U000000685,L,113.05,68,40635.16,"You are a 68-year-old owner-occupier with an annual personal income of about 40,635 RMB and a current housing area of about 113.0 sqm."
LonghuaLou,A000001771,resident,owner_occupier,1,H000000464,5,5918.45,U000000685,L,113.05,35,120422.26,"You are a 35-year-old owner-occupier with an annual personal income of about 120,422 RMB and a current housing area of about 113.0 sqm."
LonghuaLou,A000001772,resident,owner_occupier,1,H000000464,5,5918.45,U000000685,L,113.05,18,43231.17,"You are a 18-year-old owner-occupier with an annual personal income of about 43,231 RMB and a current housing area of about 113.0 sqm."
LonghuaLou,A000001773,resident,owner_occupier,1,H000000464,5,5918.45,U000000685,L,113.05,24,50535.27,"You are a 24-year-old owner-occupier with an annual personal income of about 50,535 RMB and a current housing area of about 113.0 sqm."
LonghuaLou,A000001774,resident,owner_occupier,1,H000000465,3,4420.54,U000000686,M,79.95,35,68155.2,"You are a 35-year-old owner-occupier with an annual personal income of about 68,155 RMB and a current housing area of about 80.0 sqm."
